ticket_id,ticket_text,category,priority,channel,affected_users,clean_text
TCK-1031,Invoice amount is incorrect after plan renewal. The request came through chat from a startup. The customer is concerned because nice to have. Affected users: 3. Can your team help us resolve this?,Billing,Low,chat,3,invoice amount incorrect after plan renewal request came through chat startup customer concerned because nice affected users can your team help us resolve
TCK-1070,Unable to download receipt for annual plan. The request came through email from a enterprise. The customer is frustrated because nice to have. Affected users: 3. Can your team help us resolve this?,Billing,Low,email,3,unable download receipt annual plan request came through email enterprise customer frustrated because nice affected users can your team help us resolve
TCK-1399,Please remove inactive users from our account. The request came through help desk from a enterprise. The customer is confused because cannot access. Affected users: 1. Please share the next steps.,Account,High,help desk,1,remove inactive users account request came through help desk enterprise customer confused because cannot access affected users share next steps
TCK-1623,Question about product features and limits. The request came through web form from a retail business. The customer is frustrated because affecting team. Affected users: 5. Please share the next steps.,General Query,Medium,web form,5,question about product features limits request came through web form retail business customer frustrated because affecting team affected users share next steps
TCK-1045,Invoice amount is incorrect after plan renewal. The request came through chat from a retail business. The customer is confused because needs attention. Affected users: 25. We need a clear update from support.,Billing,Medium,chat,25,invoice amount incorrect after plan renewal request came through chat retail business customer confused because needs attention affected users 25 need clear update support
TCK-1295,Report export fails with server error. The request came through help desk from a startup. The customer is confused because minor question. Affected users: 3. Please share the next steps.,Technical Issue,Low,help desk,3,report export fails server error request came through help desk startup customer confused because minor question affected users share next steps
TCK-1071,Payment failed but money was deducted from bank account. The request came through email from a agency. The customer is confused because affecting team. Affected users: 3. Please share the next steps.,Billing,Medium,email,3,payment failed but money deducted bank account request came through email agency customer confused because affecting team affected users share next steps
TCK-1389,Two factor authentication code is not working. The request came through email from a agency. The customer is frustrated because customers affected. Affected users: 1. Let us know if you need more information.,Account,High,email,1,two factor authentication code not working request came through email agency customer frustrated because customers affected affected users let us know if need more information
TCK-1653,Need information about available pricing plans. The request came through web form from a startup. The customer is waiting because cannot access. Affected users: 2. We need a clear update from support.,General Query,High,web form,2,need information about available pricing plans request came through web form startup customer waiting because cannot access affected users need clear update support
TCK-1589,Need guidance on choosing the right package. The request came through email from a education team. The customer is blocked because minor question. Affected users: 1. We need a clear update from support.,General Query,Low,email,1,need guidance choosing right package request came through email education team customer blocked because minor question affected users need clear update support
TCK-1463,Please remove inactive users from our account. The request came through web form from a enterprise. The customer is blocked because when possible. Affected users: 1. We need a clear update from support.,Account,Low,web form,1,remove inactive users account request came through web form enterprise customer blocked because when possible affected users need clear update support
TCK-1674,Do you support custom onboarding for teams. The request came through web form from a retail business. The customer is concerned because workflow delayed. Affected users: 1. Please share the next steps.,General Query,Medium,web form,1,do support custom onboarding teams request came through web form retail business customer concerned because workflow delayed affected users share next steps
TCK-1421,User invite link expired before activation. The request came through web form from a education team. The customer is concerned because when possible. Affected users: 25. This is affecting our daily workflow.,Account,Low,web form,25,user invite link expired before activation request came through web form education team customer concerned because when possible affected users 25 affecting daily workflow
TCK-1221,Application crashes when uploading a large csv file. The request came through chat from a retail business. The customer is concerned because business critical. Affected users: 10. Can your team help us resolve this?,Technical Issue,High,chat,10,application crashes when uploading large csv file request came through chat retail business customer concerned because business critical affected users 10 can your team help us resolve
TCK-1553,Question about product features and limits. The request came through mobile app from a startup. The customer is frustrated because partial outage. Affected users: 2. Can your team help us resolve this?,General Query,Medium,mobile app,2,question about product features limits request came through mobile app startup customer frustrated because partial outage affected users can your team help us resolve
TCK-1336,Application crashes when uploading a large csv file. The request came through help desk from a agency. The customer is frustrated because small clarification. Affected users: 10. Please share the next steps.,Technical Issue,Low,help desk,10,application crashes when uploading large csv file request came through help desk agency customer frustrated because small clarification affected users 10 share next steps
TCK-1711,Do you support custom onboarding for teams. The request came through web form from a enterprise. The customer is concerned because future reference. Affected users: 3. We need a clear update from support.,General Query,Low,web form,3,do support custom onboarding teams request came through web form enterprise customer concerned because future reference affected users need clear update support
TCK-1137,Need refund for duplicate subscription charge. The request came through chat from a startup. The customer is waiting because production blocked. Affected users: 2. This is affecting our daily workflow.,Billing,High,chat,2,need refund duplicate subscription charge request came through chat startup customer waiting because production blocked affected users affecting daily workflow
TCK-1007,Need refund for duplicate subscription charge. The request came through chat from a enterprise. The customer is frustrated because nice to have. Affected users: 2. Please share the next steps.,Billing,Low,chat,2,need refund duplicate subscription charge request came through chat enterprise customer frustrated because nice affected users share next steps
TCK-1224,Integration webhook is not sending payloads. The request came through chat from a retail business. The customer is confused because urgent. Affected users: 1. Let us know if you need more information.,Technical Issue,High,chat,1,integration webhook not sending payloads request came through chat retail business customer confused because urgent affected users let us know if need more information
TCK-1165,Need refund for duplicate subscription charge. The request came through email from a enterprise. The customer is waiting because cannot access. Affected users: 5. Let us know if you need more information.,Billing,High,email,5,need refund duplicate subscription charge request came through email enterprise customer waiting because cannot access affected users let us know if need more information
TCK-1166,Invoice amount is incorrect after plan renewal. The request came through email from a enterprise. The customer is waiting because cannot access. Affected users: 10. We need a clear update from support.,Billing,High,email,10,invoice amount incorrect after plan renewal request came through email enterprise customer waiting because cannot access affected users 10 need clear update support
TCK-1200,Dashboard is loading slowly after the latest update. The request came through mobile app from a startup. The customer is concerned because before tomorrow. Affected users: 80. We need a clear update from support.,Technical Issue,Medium,mobile app,80,dashboard loading slowly after latest update request came through mobile app startup customer concerned because before tomorrow affected users 80 need clear update support
TCK-1133,Tax details are missing from the latest invoice. The request came through help desk from a startup. The customer is blocked because partial outage. Affected users: 1. We need a clear update from support.,Billing,Medium,help desk,1,tax details missing latest invoice request came through help desk startup customer blocked because partial outage affected users need clear update support
TCK-1502,Two factor authentication code is not working. The request came through mobile app from a education team. The customer is blocked because security concern. Affected users: 3. This is affecting our daily workflow.,Account,High,mobile app,3,two factor authentication code not working request came through mobile app education team customer blocked because security concern affected users affecting daily workflow
TCK-1396,Please remove inactive users from our account. The request came through chat from a education team. The customer is frustrated because customers affected. Affected users: 5. We need a clear update from support.,Account,High,chat,5,remove inactive users account request came through chat education team customer frustrated because customers affected affected users need clear update support
TCK-1042,Payment failed but money was deducted from bank account. The request came through email from a retail business. The customer is concerned because urgent. Affected users: 1. Please share the next steps.,Billing,High,email,1,payment failed but money deducted bank account request came through email retail business customer concerned because urgent affected users share next steps
TCK-1109,Unable to download receipt for annual plan. The request came through web form from a education team. The customer is blocked because future reference. Affected users: 80. Can your team help us resolve this?,Billing,Low,web form,80,unable download receipt annual plan request came through web form education team customer blocked because future reference affected users 80 can your team help us resolve
TCK-1645,Do you support custom onboarding for teams. The request came through email from a retail business. The customer is frustrated because workflow delayed. Affected users: 5. Can your team help us resolve this?,General Query,Medium,email,5,do support custom onboarding teams request came through email retail business customer frustrated because workflow delayed affected users can your team help us resolve
TCK-1057,Need refund for duplicate subscription charge. The request came through help desk from a enterprise. The customer is blocked because production blocked. Affected users: 1. Please share the next steps.,Billing,High,help desk,1,need refund duplicate subscription charge request came through help desk enterprise customer blocked because production blocked affected users share next steps
TCK-1159,Tax details are missing from the latest invoice. The request came through mobile app from a enterprise. The customer is waiting because business critical. Affected users: 1. Can your team help us resolve this?,Billing,High,mobile app,1,tax details missing latest invoice request came through mobile app enterprise customer waiting because business critical affected users can your team help us resolve
TCK-1465,Cannot update profile and organization details. The request came through email from a agency. The customer is concerned because urgent. Affected users: 1. We need a clear update from support.,Account,High,email,1,cannot update profile organization details request came through email agency customer concerned because urgent affected users need clear update support
TCK-1325,Integration webhook is not sending payloads. The request came through mobile app from a education team. The customer is frustrated because customers affected. Affected users: 1. We need a clear update from support.,Technical Issue,High,mobile app,1,integration webhook not sending payloads request came through mobile app education team customer frustrated because customers affected affected users need clear update support
TCK-1532,Need to change account owner for the workspace. The request came through chat from a agency. The customer is blocked because not urgent. Affected users: 1. We need a clear update from support.,Account,Low,chat,1,need change account owner workspace request came through chat agency customer blocked because not urgent affected users need clear update support
TCK-1025,Invoice amount is incorrect after plan renewal. The request came through mobile app from a startup. The customer is blocked because before tomorrow. Affected users: 2. Can your team help us resolve this?,Billing,Medium,mobile app,2,invoice amount incorrect after plan renewal request came through mobile app startup customer blocked because before tomorrow affected users can your team help us resolve
TCK-1542,Do you support custom onboarding for teams. The request came through web form from a enterprise. The customer is confused because partial outage. Affected users: 1. This is affecting our daily workflow.,General Query,Medium,web form,1,do support custom onboarding teams request came through web form enterprise customer confused because partial outage affected users affecting daily workflow
TCK-1261,Report export fails with server error. The request came through mobile app from a retail business. The customer is confused because customers affected. Affected users: 1. Let us know if you need more information.,Technical Issue,High,mobile app,1,report export fails server error request came through mobile app retail business customer confused because customers affected affected users let us know if need more information
TCK-1551,Need information about available pricing plans. The request came through chat from a education team. The customer is confused because revenue impact. Affected users: 1. Let us know if you need more information.,General Query,High,chat,1,need information about available pricing plans request came through chat education team customer confused because revenue impact affected users let us know if need more information
TCK-1303,API returns timeout error during order sync. The request came through web form from a retail business. The customer is concerned because production blocked. Affected users: 5. Let us know if you need more information.,Technical Issue,High,web form,5,api returns timeout error during order sync request came through web form retail business customer concerned because production blocked affected users let us know if need more information
TCK-1432,User invite link expired before activation. The request came through mobile app from a enterprise. The customer is waiting because when possible. Affected users: 2. Can your team help us resolve this?,Account,Low,mobile app,2,user invite link expired before activation request came through mobile app enterprise customer waiting because when possible affected users can your team help us resolve
TCK-1111,Unable to download receipt for annual plan. The request came through web form from a startup. The customer is waiting because important. Affected users: 25. Can your team help us resolve this?,Billing,Medium,web form,25,unable download receipt annual plan request came through web form startup customer waiting because important affected users 25 can your team help us resolve
TCK-1083,Invoice amount is incorrect after plan renewal. The request came through mobile app from a startup. The customer is waiting because before tomorrow. Affected users: 25. Can your team help us resolve this?,Billing,Medium,mobile app,25,invoice amount incorrect after plan renewal request came through mobile app startup customer waiting because before tomorrow affected users 25 can your team help us resolve
TCK-1052,Unable to download receipt for annual plan. The request came through help desk from a startup. The customer is confused because small clarification. Affected users: 1. Please share the next steps.,Billing,Low,help desk,1,unable download receipt annual plan request came through help desk startup customer confused because small clarification affected users share next steps
TCK-1680,Need guidance on choosing the right package. The request came through mobile app from a startup. The customer is confused because when possible. Affected users: 5. This is affecting our daily workflow.,General Query,Low,mobile app,5,need guidance choosing right package request came through mobile app startup customer confused because when possible affected users affecting daily workflow
TCK-1577,Can you explain how the trial period works. The request came through web form from a agency. The customer is confused because urgent. Affected users: 2. Please share the next steps.,General Query,High,web form,2,can explain how trial period works request came through web form agency customer confused because urgent affected users share next steps
TCK-1590,Need information about available pricing plans. The request came through chat from a retail business. The customer is blocked because affecting team. Affected users: 25. Let us know if you need more information.,General Query,Medium,chat,25,need information about available pricing plans request came through chat retail business customer blocked because affecting team affected users 25 let us know if need more information
TCK-1282,Dashboard is loading slowly after the latest update. The request came through email from a startup. The customer is frustrated because partial outage. Affected users: 10. This is affecting our daily workflow.,Technical Issue,Medium,email,10,dashboard loading slowly after latest update request came through email startup customer frustrated because partial outage affected users 10 affecting daily workflow
TCK-1258,Report export fails with server error. The request came through mobile app from a enterprise. The customer is waiting because not urgent. Affected users: 2. Please share the next steps.,Technical Issue,Low,mobile app,2,report export fails server error request came through mobile app enterprise customer waiting because not urgent affected users share next steps
TCK-1640,Can you explain how the trial period works. The request came through chat from a startup. The customer is confused because before tomorrow. Affected users: 1. Let us know if you need more information.,General Query,Medium,chat,1,can explain how trial period works request came through chat startup customer confused because before tomorrow affected users let us know if need more information
TCK-1319,Report export fails with server error. The request came through mobile app from a education team. The customer is frustrated because urgent. Affected users: 2. Let us know if you need more information.,Technical Issue,High,mobile app,2,report export fails server error request came through mobile app education team customer frustrated because urgent affected users let us know if need more information
TCK-1019,Need refund for duplicate subscription charge. The request came through chat from a agency. The customer is concerned because cannot access. Affected users: 2. We need a clear update from support.,Billing,High,chat,2,need refund duplicate subscription charge request came through chat agency customer concerned because cannot access affected users need clear update support
TCK-1245,Application crashes when uploading a large csv file. The request came through chat from a education team. The customer is blocked because production blocked. Affected users: 5. Can your team help us resolve this?,Technical Issue,High,chat,5,application crashes when uploading large csv file request came through chat education team customer blocked because production blocked affected users can your team help us resolve
TCK-1395,Cannot update profile and organization details. The request came through email from a retail business. The customer is waiting because partial outage. Affected users: 2. Can your team help us resolve this?,Account,Medium,email,2,cannot update profile organization details request came through email retail business customer waiting because partial outage affected users can your team help us resolve
TCK-1604,Question about product features and limits. The request came through web form from a startup. The customer is confused because nice to have. Affected users: 2. We need a clear update from support.,General Query,Low,web form,2,question about product features limits request came through web form startup customer confused because nice affected users need clear update support
TCK-1500,Cannot update profile and organization details. The request came through mobile app from a enterprise. The customer is blocked because before tomorrow. Affected users: 10. Please share the next steps.,Account,Medium,mobile app,10,cannot update profile organization details request came through mobile app enterprise customer blocked because before tomorrow affected users 10 share next steps
TCK-1062,Card charged twice for the same billing cycle. The request came through mobile app from a retail business. The customer is frustrated because needs attention. Affected users: 1. Can your team help us resolve this?,Billing,Medium,mobile app,1,card charged twice same billing cycle request came through mobile app retail business customer frustrated because needs attention affected users can your team help us resolve
TCK-1183,Dashboard is loading slowly after the latest update. The request came through mobile app from a education team. The customer is blocked because nice to have. Affected users: 80. Let us know if you need more information.,Technical Issue,Low,mobile app,80,dashboard loading slowly after latest update request came through mobile app education team customer blocked because nice affected users 80 let us know if need more information
TCK-1507,Two factor authentication code is not working. The request came through chat from a retail business. The customer is frustrated because before tomorrow. Affected users: 1. Let us know if you need more information.,Account,Medium,chat,1,two factor authentication code not working request came through chat retail business customer frustrated because before tomorrow affected users let us know if need more information
TCK-1030,Unable to download receipt for annual plan. The request came through chat from a agency. The customer is concerned because affecting team. Affected users: 2. Can your team help us resolve this?,Billing,Medium,chat,2,unable download receipt annual plan request came through chat agency customer concerned because affecting team affected users can your team help us resolve
TCK-1205,Report export fails with server error. The request came through web form from a education team. The customer is blocked because small clarification. Affected users: 3. This is affecting our daily workflow.,Technical Issue,Low,web form,3,report export fails server error request came through web form education team customer blocked because small clarification affected users affecting daily workflow
TCK-1702,Question about product features and limits. The request came through chat from a education team. The customer is confused because needs attention. Affected users: 5. We need a clear update from support.,General Query,Medium,chat,5,question about product features limits request came through chat education team customer confused because needs attention affected users need clear update support
TCK-1266,Integration webhook is not sending payloads. The request came through help desk from a agency. The customer is blocked because not urgent. Affected users: 1. Can your team help us resolve this?,Technical Issue,Low,help desk,1,integration webhook not sending payloads request came through help desk agency customer blocked because not urgent affected users can your team help us resolve
TCK-1357,API returns timeout error during order sync. The request came through mobile app from a enterprise. The customer is blocked because revenue impact. Affected users: 1. We need a clear update from support.,Technical Issue,High,mobile app,1,api returns timeout error during order sync request came through mobile app enterprise customer blocked because revenue impact affected users need clear update support
TCK-1470,Cannot update profile and organization details. The request came through mobile app from a education team. The customer is concerned because security concern. Affected users: 1. Can your team help us resolve this?,Account,High,mobile app,1,cannot update profile organization details request came through mobile app education team customer concerned because security concern affected users can your team help us resolve
TCK-1668,Where can I find documentation for reports. The request came through chat from a education team. The customer is waiting because before tomorrow. Affected users: 2. Please share the next steps.,General Query,Medium,chat,2,where can find documentation reports request came through chat education team customer waiting because before tomorrow affected users share next steps
TCK-1450,Please remove inactive users from our account. The request came through web form from a retail business. The customer is concerned because production blocked. Affected users: 2. We need a clear update from support.,Account,High,web form,2,remove inactive users account request came through web form retail business customer concerned because production blocked affected users need clear update support
TCK-1433,User invite link expired before activation. The request came through help desk from a enterprise. The customer is frustrated because affecting team. Affected users: 2. Let us know if you need more information.,Account,Medium,help desk,2,user invite link expired before activation request came through help desk enterprise customer frustrated because affecting team affected users let us know if need more information
TCK-1620,Can you explain how the trial period works. The request came through web form from a enterprise. The customer is frustrated because urgent. Affected users: 1. Can your team help us resolve this?,General Query,High,web form,1,can explain how trial period works request came through web form enterprise customer frustrated because urgent affected users can your team help us resolve
TCK-1257,Report export fails with server error. The request came through chat from a agency. The customer is concerned because needs attention. Affected users: 3. Let us know if you need more information.,Technical Issue,Medium,chat,3,report export fails server error request came through chat agency customer concerned because needs attention affected users let us know if need more information
TCK-1354,Application crashes when uploading a large csv file. The request came through email from a startup. The customer is confused because security concern. Affected users: 1. Let us know if you need more information.,Technical Issue,High,email,1,application crashes when uploading large csv file request came through email startup customer confused because security concern affected users let us know if need more information
TCK-1440,Unable to reset password using registered email. The request came through chat from a agency. The customer is frustrated because when possible. Affected users: 1. This is affecting our daily workflow.,Account,Low,chat,1,unable reset password using registered email request came through chat agency customer frustrated because when possible affected users affecting daily workflow
TCK-1177,Invoice amount is incorrect after plan renewal. The request came through chat from a education team. The customer is frustrated because before tomorrow. Affected users: 2. Can your team help us resolve this?,Billing,Medium,chat,2,invoice amount incorrect after plan renewal request came through chat education team customer frustrated because before tomorrow affected users can your team help us resolve
TCK-1240,Mobile app freezes on the login screen. The request came through chat from a retail business. The customer is concerned because production blocked. Affected users: 2. This is affecting our daily workflow.,Technical Issue,High,chat,2,mobile app freezes login screen request came through chat retail business customer concerned because production blocked affected users affecting daily workflow
TCK-1427,Need to change account owner for the workspace. The request came through chat from a education team. The customer is frustrated because revenue impact. Affected users: 25. Please share the next steps.,Account,High,chat,25,need change account owner workspace request came through chat education team customer frustrated because revenue impact affected users 25 share next steps
TCK-1138,Need refund for duplicate subscription charge. The request came through help desk from a education team. The customer is confused because needs attention. Affected users: 5. Please share the next steps.,Billing,Medium,help desk,5,need refund duplicate subscription charge request came through help desk education team customer confused because needs attention affected users share next steps
TCK-1197,Application crashes when uploading a large csv file. The request came through help desk from a retail business. The customer is waiting because small clarification. Affected users: 2. Can your team help us resolve this?,Technical Issue,Low,help desk,2,application crashes when uploading large csv file request came through help desk retail business customer waiting because small clarification affected users can your team help us resolve
TCK-1675,Do you support custom onboarding for teams. The request came through help desk from a education team. The customer is concerned because when possible. Affected users: 1. Please share the next steps.,General Query,Low,help desk,1,do support custom onboarding teams request came through help desk education team customer concerned because when possible affected users share next steps
TCK-1164,Invoice amount is incorrect after plan renewal. The request came through chat from a agency. The customer is frustrated because nice to have. Affected users: 3. We need a clear update from support.,Billing,Low,chat,3,invoice amount incorrect after plan renewal request came through chat agency customer frustrated because nice affected users need clear update support
TCK-1356,Integration webhook is not sending payloads. The request came through chat from a agency. The customer is frustrated because workflow delayed. Affected users: 2. Please share the next steps.,Technical Issue,Medium,chat,2,integration webhook not sending payloads request came through chat agency customer frustrated because workflow delayed affected users share next steps
TCK-1632,Need information about available pricing plans. The request came through help desk from a startup. The customer is confused because important. Affected users: 25. We need a clear update from support.,General Query,Medium,help desk,25,need information about available pricing plans request came through help desk startup customer confused because important affected users 25 need clear update support
TCK-1471,Two factor authentication code is not working. The request came through mobile app from a enterprise. The customer is blocked because revenue impact. Affected users: 3. Please share the next steps.,Account,High,mobile app,3,two factor authentication code not working request came through mobile app enterprise customer blocked because revenue impact affected users share next steps
TCK-1579,Need guidance on choosing the right package. The request came through chat from a retail business. The customer is confused because security concern. Affected users: 3. Let us know if you need more information.,General Query,High,chat,3,need guidance choosing right package request came through chat retail business customer confused because security concern affected users let us know if need more information
TCK-1469,Please remove inactive users from our account. The request came through chat from a retail business. The customer is frustrated because urgent. Affected users: 2. This is affecting our daily workflow.,Account,High,chat,2,remove inactive users account request came through chat retail business customer frustrated because urgent affected users affecting daily workflow
TCK-1320,Report export fails with server error. The request came through mobile app from a startup. The customer is waiting because affecting team. Affected users: 10. We need a clear update from support.,Technical Issue,Medium,mobile app,10,report export fails server error request came through mobile app startup customer waiting because affecting team affected users 10 need clear update support
TCK-1535,Two factor authentication code is not working. The request came through web form from a enterprise. The customer is concerned because needs attention. Affected users: 2. Please share the next steps.,Account,Medium,web form,2,two factor authentication code not working request came through web form enterprise customer concerned because needs attention affected users share next steps
TCK-1105,Need refund for duplicate subscription charge. The request came through mobile app from a startup. The customer is blocked because not urgent. Affected users: 3. Can your team help us resolve this?,Billing,Low,mobile app,3,need refund duplicate subscription charge request came through mobile app startup customer blocked because not urgent affected users can your team help us resolve
TCK-1115,Unable to download receipt for annual plan. The request came through web form from a agency. The customer is blocked because partial outage. Affected users: 5. Let us know if you need more information.,Billing,Medium,web form,5,unable download receipt annual plan request came through web form agency customer blocked because partial outage affected users let us know if need more information
TCK-1676,Do you support custom onboarding for teams. The request came through mobile app from a education team. The customer is concerned because important. Affected users: 2. Let us know if you need more information.,General Query,Medium,mobile app,2,do support custom onboarding teams request came through mobile app education team customer concerned because important affected users let us know if need more information
TCK-1213,Mobile app freezes on the login screen. The request came through mobile app from a enterprise. The customer is frustrated because future reference. Affected users: 3. We need a clear update from support.,Technical Issue,Low,mobile app,3,mobile app freezes login screen request came through mobile app enterprise customer frustrated because future reference affected users need clear update support
TCK-1646,Need guidance on choosing the right package. The request came through chat from a startup. The customer is concerned because small clarification. Affected users: 5. Please share the next steps.,General Query,Low,chat,5,need guidance choosing right package request came through chat startup customer concerned because small clarification affected users share next steps
TCK-1382,Please remove inactive users from our account. The request came through web form from a startup. The customer is blocked because needs attention. Affected users: 10. Let us know if you need more information.,Account,Medium,web form,10,remove inactive users account request came through web form startup customer blocked because needs attention affected users 10 let us know if need more information
TCK-1093,Need refund for duplicate subscription charge. The request came through web form from a education team. The customer is confused because important. Affected users: 2. Please share the next steps.,Billing,Medium,web form,2,need refund duplicate subscription charge request came through web form education team customer confused because important affected users share next steps
TCK-1008,Need refund for duplicate subscription charge. The request came through mobile app from a agency. The customer is confused because urgent. Affected users: 1. This is affecting our daily workflow.,Billing,High,mobile app,1,need refund duplicate subscription charge request came through mobile app agency customer confused because urgent affected users affecting daily workflow
TCK-1090,Tax details are missing from the latest invoice. The request came through mobile app from a retail business. The customer is frustrated because nice to have. Affected users: 1. This is affecting our daily workflow.,Billing,Low,mobile app,1,tax details missing latest invoice request came through mobile app retail business customer frustrated because nice affected users affecting daily workflow
TCK-1546,Need guidance on choosing the right package. The request came through web form from a startup. The customer is confused because small clarification. Affected users: 2. Let us know if you need more information.,General Query,Low,web form,2,need guidance choosing right package request came through web form startup customer confused because small clarification affected users let us know if need more information
TCK-1689,Question about product features and limits. The request came through email from a startup. The customer is frustrated because affecting team. Affected users: 2. Let us know if you need more information.,General Query,Medium,email,2,question about product features limits request came through email startup customer frustrated because affecting team affected users let us know if need more information
TCK-1539,User invite link expired before activation. The request came through email from a education team. The customer is confused because not urgent. Affected users: 80. Let us know if you need more information.,Account,Low,email,80,user invite link expired before activation request came through email education team customer confused because not urgent affected users 80 let us know if need more information
TCK-1552,Need guidance on choosing the right package. The request came through chat from a retail business. The customer is confused because nice to have. Affected users: 5. Please share the next steps.,General Query,Low,chat,5,need guidance choosing right package request came through chat retail business customer confused because nice affected users share next steps
TCK-1599,Need guidance on choosing the right package. The request came through email from a enterprise. The customer is waiting because small clarification. Affected users: 3. Please share the next steps.,General Query,Low,email,3,need guidance choosing right package request came through email enterprise customer waiting because small clarification affected users share next steps
TCK-1698,Can you explain how the trial period works. The request came through web form from a retail business. The customer is blocked because small clarification. Affected users: 1. Please share the next steps.,General Query,Low,web form,1,can explain how trial period works request came through web form retail business customer blocked because small clarification affected users share next steps
TCK-1141,Payment failed but money was deducted from bank account. The request came through email from a startup. The customer is frustrated because affecting team. Affected users: 10. We need a clear update from support.,Billing,Medium,email,10,payment failed but money deducted bank account request came through email startup customer frustrated because affecting team affected users 10 need clear update support
TCK-1029,Card charged twice for the same billing cycle. The request came through chat from a education team. The customer is confused because needs attention. Affected users: 3. Please share the next steps.,Billing,Medium,chat,3,card charged twice same billing cycle request came through chat education team customer confused because needs attention affected users share next steps
TCK-1044,Card charged twice for the same billing cycle. The request came through chat from a startup. The customer is frustrated because when possible. Affected users: 25. We need a clear update from support.,Billing,Low,chat,25,card charged twice same billing cycle request came through chat startup customer frustrated because when possible affected users 25 need clear update support
TCK-1043,Card charged twice for the same billing cycle. The request came through chat from a startup. The customer is frustrated because before tomorrow. Affected users: 10. This is affecting our daily workflow.,Billing,Medium,chat,10,card charged twice same billing cycle request came through chat startup customer frustrated because before tomorrow affected users 10 affecting daily workflow
TCK-1074,Unable to download receipt for annual plan. The request came through web form from a retail business. The customer is blocked because workflow delayed. Affected users: 2. Let us know if you need more information.,Billing,Medium,web form,2,unable download receipt annual plan request came through web form retail business customer blocked because workflow delayed affected users let us know if need more information
TCK-1168,Payment failed but money was deducted from bank account. The request came through mobile app from a education team. The customer is waiting because workflow delayed. Affected users: 2. Please share the next steps.,Billing,Medium,mobile app,2,payment failed but money deducted bank account request came through mobile app education team customer waiting because workflow delayed affected users share next steps
TCK-1558,Can you explain how the trial period works. The request came through mobile app from a agency. The customer is confused because workflow delayed. Affected users: 25. We need a clear update from support.,General Query,Medium,mobile app,25,can explain how trial period works request came through mobile app agency customer confused because workflow delayed affected users 25 need clear update support
TCK-1630,Need information about available pricing plans. The request came through email from a retail business. The customer is concerned because workflow delayed. Affected users: 10. Can your team help us resolve this?,General Query,Medium,email,10,need information about available pricing plans request came through email retail business customer concerned because workflow delayed affected users 10 can your team help us resolve
TCK-1067,Invoice amount is incorrect after plan renewal. The request came through chat from a retail business. The customer is waiting because minor question. Affected users: 10. Can your team help us resolve this?,Billing,Low,chat,10,invoice amount incorrect after plan renewal request came through chat retail business customer waiting because minor question affected users 10 can your team help us resolve
TCK-1012,Tax details are missing from the latest invoice. The request came through chat from a agency. The customer is concerned because not urgent. Affected users: 1. Can your team help us resolve this?,Billing,Low,chat,1,tax details missing latest invoice request came through chat agency customer concerned because not urgent affected users can your team help us resolve
TCK-1327,Report export fails with server error. The request came through chat from a retail business. The customer is frustrated because partial outage. Affected users: 5. Let us know if you need more information.,Technical Issue,Medium,chat,5,report export fails server error request came through chat retail business customer frustrated because partial outage affected users let us know if need more information
TCK-1587,Do you support custom onboarding for teams. The request came through help desk from a agency. The customer is waiting because affecting team. Affected users: 10. This is affecting our daily workflow.,General Query,Medium,help desk,10,do support custom onboarding teams request came through help desk agency customer waiting because affecting team affected users 10 affecting daily workflow
